Title,Price,Address,Price per m2,Area,Bedrooms,Toilets,Published At,Diện tích,Mức giá,Hướng nhà,Hướng ban công,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,Project Title,Status,Number of Apartments,Number of Buildings,Developer,Project Address
Q7 Saigon Riverside,"2,15 tỷ","Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",,53 m²,1 phòng,1 phòng,17/10/2024,53 m²,"2,15 tỷ",,,17/10/2024,24/10/2024,Tin VIP Kim Cương,36909607,Q7 Saigon Riverside,Đã bàn giao căn hộ,53-86 m²,3.580,Công ty CP Tập đoàn Hưng Thịnh,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh"
,"15,9 tỷ","Đường An Dương Vương, Phường 16, Quận 8, Hồ Chí Minh",,90 m²,3 phòng,4 phòng,22/10/2024,90 m²,"15,9 tỷ",Nam,,22/10/2024,01/11/2024,Tin thường,41150910,,,,,,"Đường An Dương Vương, Phường 16, Quận 8, Hồ Chí Minh"
,"1,9 tỷ","Đường Hoàng Kim Giao, Phường 5, Quận 8, Hồ Chí Minh",,64 m²,1 phòng,1 phòng,15/10/2024,64 m²,"1,9 tỷ",,,15/10/2024,25/10/2024,Tin thường,41096950,,,,,,"Đường Hoàng Kim Giao, Phường 5, Quận 8, Hồ Chí Minh"
,"12,5 tỷ","Đường 359, Phường Phước Long B, Quận 9, Hồ Chí Minh",,"131,3 m²",,,21/10/2024,"131,3 m²","12,5 tỷ",,,21/10/2024,05/11/2024,Tin thường,40941843,,,,,,"Đường 359, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Lavita Charm,"3,1 tỷ","Dự án Lavita Charm, Đường 1, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",,68 m²,2 phòng,2 phòng,18/10/2024,68 m²,"3,1 tỷ",,,18/10/2024,28/10/2024,Tin thường,41006091,Lavita Charm,Đã bàn giao,51-95 m²,939,Công ty CP Tập đoàn Hưng Thịnh,"Dự án Lavita Charm, Đường 1, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh"
Q7 Saigon Riverside,"2,7 tỷ","Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",,68 m²,2 phòng,2 phòng,20/10/2024,68 m²,"2,7 tỷ",,,20/10/2024,27/10/2024,Tin VIP Kim Cương,31878130,Q7 Saigon Riverside,Đã bàn giao căn hộ,53-86 m²,3.580,Công ty CP Tập đoàn Hưng Thịnh,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh"
,"8,9 tỷ","Đường Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh",,"48,9 m²",3 phòng,3 phòng,22/10/2024,"48,9 m²","8,9 tỷ",Tây - Bắc,,22/10/2024,01/11/2024,Tin thường,41174284,,,,,,"Đường Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh"
,980 triệu,"Mê Linh, Lâm Hà, Lâm Đồng",,580 m²,,,22/10/2024,580 m²,980 triệu,,,22/10/2024,06/11/2024,Tin thường,41281767,,,,,,"Mê Linh, Lâm Hà, Lâm Đồng"
,14 tỷ,"Nguyễn Sơn, Phú Thạnh, Tân Phú, Hồ Chí Minh",,74 m²,6 phòng,6 phòng,21/10/2024,74 m²,14 tỷ,,,21/10/2024,31/10/2024,Tin thường,41269844,,,,,,"Nguyễn Sơn, Phú Thạnh, Tân Phú, Hồ Chí Minh"
,"6,2 tỷ","Phường 1, Phú Nhuận, Hồ Chí Minh",,38 m²,3 phòng,4 phòng,22/10/2024,38 m²,"6,2 tỷ",,,22/10/2024,01/11/2024,Tin thường,41288811,,,,,,"Phường 1, Phú Nhuận, Hồ Chí Minh"
Q7 Saigon Riverside,"2,65 tỷ","Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",,68 m²,2 phòng,2 phòng,22/10/2024,68 m²,"2,65 tỷ",,,22/10/2024,29/10/2024,Tin VIP Kim Cương,31552312,Q7 Saigon Riverside,Đã bàn giao căn hộ,53-86 m²,3.580,Công ty CP Tập đoàn Hưng Thịnh,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh"
,"1,1 tỷ","Đường Nguyễn Thị Ni, Xã Phước Hiệp, Củ Chi, Hồ Chí Minh.",,205 m²,,,23/10/2024,205 m²,"1,1 tỷ",,,23/10/2024,02/11/2024,Tin thường,38341430,,,,,,"Đường Nguyễn Thị Ni, Xã Phước Hiệp, Củ Chi, Hồ Chí Minh."
Lavita Charm,"2,9 tỷ","Dự án Lavita Charm, Đường 1, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",,68 m²,2 phòng,2 phòng,19/10/2024,68 m²,"2,9 tỷ",,,19/10/2024,29/10/2024,Tin thường,32364537,Lavita Charm,Đã bàn giao,51-95 m²,939,Công ty CP Tập đoàn Hưng Thịnh,"Dự án Lavita Charm, Đường 1, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh"
La Casa,11 tỷ,"Dự án La Casa, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",,80 m²,4 phòng,6 phòng,23/10/2024,80 m²,11 tỷ,,,23/10/2024,02/11/2024,Tin thường,36736720,La Casa,Bàn giao năm 2013,1.800,Công ty CP Vạn Phát Hưng,Công ty CP Vạn Phát Hưng,"Dự án La Casa, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh"
,"7,8 tỷ","Đường Trần Bình Trọng, Phường 5, Bình Thạnh, Hồ Chí Minh",,"60,6 m²",4 phòng,5 phòng,22/10/2024,"60,6 m²","7,8 tỷ",,,22/10/2024,01/11/2024,Tin thường,41290210,,,,,,"Đường Trần Bình Trọng, Phường 5, Bình Thạnh, Hồ Chí Minh"
Lumiere Riverside,"4,9 tỷ","Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",,52 m²,1 phòng,1 phòng,20/10/2024,52 m²,"4,9 tỷ",Tây - Bắc,Đông - Nam,20/10/2024,27/10/2024,Tin VIP Kim Cương,40982386,Lumiere Riverside,Đang mở bán,2,Công ty CP Ðịa ốc Thảo Ðiền,Công ty CP Ðịa ốc Thảo Ðiền,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
,19 tỷ,"Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",,100 m²,5 phòng,6 phòng,22/10/2024,100 m²,19 tỷ,,,22/10/2024,01/11/2024,Tin thường,41113559,,,,,,"Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
,13 tỷ,"Đường Số 17, Phường 10, Quận 6, Hồ Chí Minh",,72 m²,,,23/10/2024,72 m²,13 tỷ,,,23/10/2024,02/11/2024,Tin thường,40908905,,,,,,"Đường Số 17, Phường 10, Quận 6, Hồ Chí Minh"
The Classia,"15,6 tỷ","Dự án The Classia, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",,"92,5 m²",6 phòng,4 phòng,19/10/2024,"92,5 m²","15,6 tỷ",Đông - Nam,Đông - Nam,19/10/2024,03/11/2024,Tin thường,35379433,The Classia,Nhiều căn đã bàn giao và có sổ,Công ty Cổ Phần Đầu Tư và Kinh Doanh nhà Khang Điền,,Công ty Cổ Phần Đầu Tư và Kinh Doanh nhà Khang Điền,"Dự án The Classia, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
The Opera Residence,"14,1 tỷ","Dự án The Opera Residence, Đường Đại Lộ Vòng Cung, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",,77 m²,2 phòng,2 phòng,19/10/2024,77 m²,"14,1 tỷ",Tây - Nam,Đông - Bắc,19/10/2024,03/11/2024,Tin VIP Kim Cương,40284815,The Opera Residence,Đang mở bán,646,2,Đang cập nhật,"Dự án The Opera Residence, Đường Đại Lộ Vòng Cung, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh"
,"4,8 tỷ","Đường Phú Định, Phường 16, Quận 8, Hồ Chí Minh",,118 m²,2 phòng,2 phòng,22/10/2024,118 m²,"4,8 tỷ",,,22/10/2024,01/11/2024,Tin thường,41125580,,,,,,"Đường Phú Định, Phường 16, Quận 8, Hồ Chí Minh"
Lavila Kiến Á - Nhà Bè,"10,9 tỷ","Dự án Lavila Kiến Á - Nhà Bè, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",,"105,6 m²",4 phòng,5 phòng,06/10/2024,"105,6 m²","10,9 tỷ",Đông - Nam,,06/10/2024,05/11/2024,Tin thường,28150745,Lavila Kiến Á - Nhà Bè,Đã bàn giao,Công ty CP Kiến Á,,Công ty CP Kiến Á,"Dự án Lavila Kiến Á - Nhà Bè, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh"
,"14,2 tỷ","Phường 12, Quận 10, Hồ Chí Minh",,80 m²,,,23/10/2024,80 m²,"14,2 tỷ",Đông,Đông,23/10/2024,02/11/2024,Tin thường,41289795,,,,,,"Phường 12, Quận 10, Hồ Chí Minh"
Vinhomes Central Park,"6,3 tỷ","Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",,85 m²,2 phòng,2 phòng,17/10/2024,85 m²,"6,3 tỷ",,,17/10/2024,27/10/2024,Tin VIP Kim Cương,38753950,Vinhomes Central Park,Đã bàn giao,13.000,18,Tập đoàn Vingroup,"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh"
,"8,2 tỷ","Đường Cư Xá Phú Lâm B, Phường 13, Quận 6, Hồ Chí Minh",,72 m²,4 phòng,4 phòng,23/10/2024,72 m²,"8,2 tỷ",Tây - Bắc,Tây - Bắc,23/10/2024,22/11/2024,Tin thường,39879054,,,,,,"Đường Cư Xá Phú Lâm B, Phường 13, Quận 6, Hồ Chí Minh"
Centana Thủ Thiêm,"2,05 tỷ","Dự án Centana Thủ Thiêm, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",,44 m²,1 phòng,1 phòng,17/10/2024,44 m²,"2,05 tỷ",,,17/10/2024,24/10/2024,Tin VIP Bạc,39211639,Centana Thủ Thiêm,Bàn giao tháng 12/2018,618,2,Công ty TNHH Xây dựng và Kinh doanh Nhà Điền Phúc Thành,"Dự án Centana Thủ Thiêm, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh"
,"6,4 tỷ","Phường Tam Bình, Thủ Đức, Hồ Chí Minh",,55 m²,,,23/10/2024,55 m²,"6,4 tỷ",,,23/10/2024,02/11/2024,Tin thường,41292394,,,,,,"Phường Tam Bình, Thủ Đức, Hồ Chí Minh"
Diamond Brilliant,"4,48 tỷ","Dự án Diamond Brilliant, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",,86 m²,2 phòng,,13/10/2024,86 m²,"4,48 tỷ",Tây,Nam,13/10/2024,28/10/2024,Tin VIP Kim Cương,40945467,Diamond Brilliant,Đã bàn giao,90-160 m²,Công ty Cổ phần Gamuda Land Việt Nam,Công ty Cổ phần Gamuda Land Việt Nam,"Dự án Diamond Brilliant, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
,980 triệu,"Mê Linh, Lâm Hà, Lâm Đồng",,580 m²,,,22/10/2024,580 m²,980 triệu,,,22/10/2024,06/11/2024,Tin thường,41281767,,,,,,"Mê Linh, Lâm Hà, Lâm Đồng"
Chung cư Thanh Nhựt,"1,65 tỷ","Chung cư Thanh Nhựt, 3441A, Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh",,67 m²,2 phòng,2 phòng,23/10/2024,67 m²,"1,65 tỷ",Tây - Nam,Đông - Bắc,23/10/2024,02/11/2024,Tin thường,41165223,Chung cư Thanh Nhựt,Đang cập nhật tiến độ,Công ty TNHH Thương mại - Xây dựng – Kinh doanh nhà Thanh Nhựt,,Công ty TNHH Thương mại - Xây dựng – Kinh doanh nhà Thanh Nhựt,"Chung cư Thanh Nhựt, 3441A, Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh"
,14 tỷ,"Đường Nguyễn Sơn, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",,74 m²,6 phòng,6 phòng,14/10/2024,74 m²,14 tỷ,,,14/10/2024,24/10/2024,Tin thường,41102246,,,,,,"Đường Nguyễn Sơn, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh"
The Beverly - Vinhomes Grand Park,Thỏa thuận,"Dự án The Beverly - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",,80 m²,2 phòng,,23/10/2024,80 m²,Thỏa thuận,,,23/10/2024,30/10/2024,Tin VIP Kim Cương,41019446,The Beverly - Vinhomes Grand Park,Đang mở bán,5.088,10,Tập đoàn Vingroup,"Dự án The Beverly - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
,"3,25 tỷ","Đường Thống Nhất, Phường 15, Gò Vấp, Hồ Chí Minh",,"48,1 m²",,,17/10/2024,"48,1 m²","3,25 tỷ",,,17/10/2024,24/10/2024,Tin VIP Bạc,40722916,,,,,,"Đường Thống Nhất, Phường 15, Gò Vấp, Hồ Chí Minh"
Lavita Charm,"2,9 tỷ","Dự án Lavita Charm, Đường 1, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",,68 m²,2 phòng,2 phòng,21/10/2024,68 m²,"2,9 tỷ",,,21/10/2024,31/10/2024,Tin thường,41103706,Lavita Charm,Đã bàn giao,51-95 m²,939,Công ty CP Tập đoàn Hưng Thịnh,"Dự án Lavita Charm, Đường 1, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh"
,"3,5 tỷ","212 Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",,66 m²,2 phòng,1 phòng,09/10/2024,66 m²,"3,5 tỷ",Tây - Bắc,Đông,09/10/2024,08/11/2024,Tin thường,41153327,,,,,,"212 Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh"
Q7 Saigon Riverside,Thỏa thuận,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",,70 m²,2 phòng,2 phòng,22/10/2024,70 m²,Thỏa thuận,Đông,Nam,22/10/2024,29/10/2024,Tin VIP Kim Cương,40164578,Q7 Saigon Riverside,Đã bàn giao căn hộ,53-86 m²,3.580,Công ty CP Tập đoàn Hưng Thịnh,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh"
,"11,9 tỷ","Nguyễn Đình Khơi, 4, Tân Bình, Hồ Chí Minh",,76 m²,3 phòng,3 phòng,18/10/2024,76 m²,"11,9 tỷ",,,18/10/2024,28/10/2024,Tin thường,41147159,,,,,,"Nguyễn Đình Khơi, 4, Tân Bình, Hồ Chí Minh"
,33 tỷ,"Đường Lương Định Của, Phường An Phú, Quận 2, Hồ Chí Minh",,178 m²,,,17/10/2024,178 m²,33 tỷ,,,17/10/2024,24/10/2024,Tin VIP Bạc,41238101,,,,,,"Đường Lương Định Của, Phường An Phú, Quận 2, Hồ Chí Minh"
,35 tỷ,"Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",,80 m²,,,21/10/2024,80 m²,35 tỷ,,,21/10/2024,31/10/2024,Tin thường,41270684,,,,,,"Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh"
Asiana Capella,"7,61 tỷ","Dự án Asiana Capella, Đường Trần Văn Kiểu, Phường 10, Quận 6, Hồ Chí Minh",,140 m²,3 phòng,3 phòng,17/10/2024,140 m²,"7,61 tỷ",Đông - Bắc,Đông - Nam,17/10/2024,27/10/2024,Tin VIP Bạc,40607612,Asiana Capella,Đã bàn giao,48-82 m²,391,Công ty TNHH Gotec Việt Nam,"Dự án Asiana Capella, Đường Trần Văn Kiểu, Phường 10, Quận 6, Hồ Chí Minh"
Vinhomes Central Park,"6,3 tỷ","Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",,85 m²,2 phòng,2 phòng,21/10/2024,85 m²,"6,3 tỷ",Đông,Nam,21/10/2024,05/11/2024,Tin VIP Kim Cương,41274465,Vinhomes Central Park,Đã bàn giao,13.000,18,Tập đoàn Vingroup,"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh"
,"8,6 tỷ","Đường Lũy Bán Bích, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",,80 m²,5 phòng,4 phòng,23/10/2024,80 m²,"8,6 tỷ",,,23/10/2024,02/11/2024,Tin thường,41291152,,,,,,"Đường Lũy Bán Bích, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh"
The Pegasuite,"3,5 tỷ","Dự án The Pegasuite, Phố Tạ Quang Bửu, Phường 6, Quận 8, Hồ Chí Minh",,68 m²,2 phòng,2 phòng,23/10/2024,68 m²,"3,5 tỷ",Nam,Bắc,23/10/2024,02/11/2024,Tin thường,41034958,The Pegasuite,Bàn giao năm 2019,1.150,3,Công ty CP Đầu tư và Kinh doanh Bất động sản Phương Việt (PVInvest),"Dự án The Pegasuite, Phố Tạ Quang Bửu, Phường 6, Quận 8, Hồ Chí Minh"
The Sun Avenue,"2,56 tỷ","Dự án The Sun Avenue, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",,49 m²,,,17/10/2024,49 m²,"2,56 tỷ",,,17/10/2024,27/10/2024,Tin VIP Bạc,41236098,The Sun Avenue,Đã bàn giao,3.000,8,Novaland Group,"Dự án The Sun Avenue, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh"
,"11,5 tỷ","Đường Thăng Long, Phường 4, Tân Bình, Hồ Chí Minh",,60 m²,5 phòng,6 phòng,18/10/2024,60 m²,"11,5 tỷ",,,18/10/2024,28/10/2024,Tin thường,41136168,,,,,,"Đường Thăng Long, Phường 4, Tân Bình, Hồ Chí Minh"
Diyas Sky,900 triệu,"Dự án Diyas Sky, Đường Nguyễn Đức Thuận, Phường 13, Tân Bình, Hồ Chí Minh",,33 m²,1 phòng,1 phòng,02/10/2024,33 m²,900 triệu,,,02/10/2024,01/11/2024,Tin thường,39734856,Diyas Sky,Đang mở bán,337,2,C.T Group,"Dự án Diyas Sky, Đường Nguyễn Đức Thuận, Phường 13, Tân Bình, Hồ Chí Minh"
Vinhomes Golden River Ba Son,165 tỷ,"Dự án Vinhomes Golden River Ba Son, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",,225 m²,,,17/10/2024,225 m²,165 tỷ,,,17/10/2024,24/10/2024,Tin VIP Bạc,33604903,Vinhomes Golden River Ba Son,Đã bàn giao 4 tòa. Đang mở bán 2 tòa,5,Tập đoàn Vingroup,Tập đoàn Vingroup,"Dự án Vinhomes Golden River Ba Son, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh"
Lavida Plus,"3,2 tỷ","Dự án Lavida Plus, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",,73 m²,2 phòng,2 phòng,13/10/2024,73 m²,"3,2 tỷ",,,13/10/2024,23/10/2024,Tin thường,41196123,Lavida Plus,Đã bàn giao,53-96 m²,1.212,Công ty CP Quốc Cường Gia Lai,"Dự án Lavida Plus, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh"
,"3,99 tỷ","Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",,40 m²,2 phòng,2 phòng,22/10/2024,40 m²,"3,99 tỷ",,,22/10/2024,01/11/2024,Tin thường,41278856,,,,,,"Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh"
The Privia,48 triệu/m²,"The Privia, 158, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh",,68 m²,2 phòng,2 phòng,14/10/2024,68 m²,48 triệu/m²,,Đông - Nam,14/10/2024,29/10/2024,Tin thường,38695027,The Privia,24/2/2024: Bán hết toàn bộ hàng CĐT,1.046,3,Công ty Cổ Phần Đầu Tư và Kinh Doanh nhà Khang Điền,"The Privia, 158, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh"
Lavida Plus,"1,9 tỷ","Dự án Lavida Plus, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",,"37,27 m²",1 phòng,1 phòng,22/10/2024,"37,27 m²","1,9 tỷ",,,22/10/2024,01/11/2024,Tin VIP Kim Cương,40692730,Lavida Plus,Đã bàn giao,53-96 m²,1.212,Công ty CP Quốc Cường Gia Lai,"Dự án Lavida Plus, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh"
,"8,9 tỷ","Đường Nguyễn Văn Nguyễn, Phường Tân Định, Quận 1, Hồ Chí Minh",,"48,8 m²",4 phòng,5 phòng,17/10/2024,"48,8 m²","8,9 tỷ",,,17/10/2024,24/10/2024,Tin VIP Bạc,41238057,,,,,,"Đường Nguyễn Văn Nguyễn, Phường Tân Định, Quận 1, Hồ Chí Minh"
The Estella,"7,3 tỷ","Dự án The Estella, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",,104 m²,2 phòng,2 phòng,19/10/2024,104 m²,"7,3 tỷ",,,19/10/2024,29/10/2024,Tin thường,41257190,The Estella,Đã bàn giao,1.500,4,Đang cập nhật,"Dự án The Estella, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh"
,"6,45 tỷ","Đường 18, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",,"106,8 m²",3 phòng,2 phòng,14/10/2024,"106,8 m²","6,45 tỷ",Đông - Bắc,Đông - Bắc,14/10/2024,24/10/2024,Tin thường,41198739,,,,,,"Đường 18, Phường Linh Trung, Thủ Đức, Hồ Chí Minh"
The Opera Residence,"14,5 tỷ","Dự án The Opera Residence, Đường Đại Lộ Vòng Cung, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",,80 m²,2 phòng,2 phòng,13/10/2024,80 m²,"14,5 tỷ",,,13/10/2024,23/10/2024,Tin VIP Kim Cương,41083109,The Opera Residence,Đang mở bán,646,2,Đang cập nhật,"Dự án The Opera Residence, Đường Đại Lộ Vòng Cung, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh"
Hưng Phúc Premier,"5,2 tỷ","Hưng Phúc Premier, Nguyễn Lương Bằng, Tân Phú, Quận 7, Hồ Chí Minh",,69 m²,2 phòng,2 phòng,17/10/2024,69 m²,"5,2 tỷ",Đông - Bắc,Tây - Nam,17/10/2024,01/11/2024,Tin VIP Bạc,41237950,Hưng Phúc Premier,Đã bàn giao,Công ty TNHH Phát Triển Phú Mỹ Hưng,,Công ty TNHH Phát Triển Phú Mỹ Hưng,"Hưng Phúc Premier, Nguyễn Lương Bằng, Tân Phú, Quận 7, Hồ Chí Minh"
,"9,2 tỷ","Đường Đất Thánh, Phường 6, Tân Bình, Hồ Chí Minh",,100 m²,,,15/10/2024,100 m²,"9,2 tỷ",,,15/10/2024,25/10/2024,Tin thường,40414675,,,,,,"Đường Đất Thánh, Phường 6, Tân Bình, Hồ Chí Minh"
,"11,5 tỷ","Phường Phú Mỹ, Quận 7, Hồ Chí Minh",,118 m²,3 phòng,2 phòng,17/10/2024,118 m²,"11,5 tỷ",Đông - Nam,Đông - Nam,17/10/2024,01/11/2024,Tin VIP Bạc,41237735,,,,,,"Phường Phú Mỹ, Quận 7, Hồ Chí Minh"
,"21,5 tỷ","Đường Đồng Xoài, Phường 13, Tân Bình, Hồ Chí Minh",,120 m²,,,21/10/2024,120 m²,"21,5 tỷ",,,21/10/2024,31/10/2024,Tin thường,41270535,,,,,,"Đường Đồng Xoài, Phường 13, Tân Bình, Hồ Chí Minh"
,79 tỷ,"Đường Tô Hiến Thành, Phường 12, Quận 10, Hồ Chí Minh",,390 m²,10 phòng,10 phòng,17/10/2024,390 m²,79 tỷ,,,17/10/2024,27/10/2024,Tin VIP Bạc,41237665,,,,,,"Đường Tô Hiến Thành, Phường 12, Quận 10, Hồ Chí Minh"
,"11,7 tỷ","Đường Nguyễn Đình Khơi, Phường 4, Tân Bình, Hồ Chí Minh",,81 m²,,,19/10/2024,81 m²,"11,7 tỷ",,,19/10/2024,29/10/2024,Tin thường,39470723,,,,,,"Đường Nguyễn Đình Khơi, Phường 4, Tân Bình, Hồ Chí Minh"
,4 tỷ,"Đường 10, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",,65 m²,,,22/10/2024,65 m²,4 tỷ,Tây,,22/10/2024,01/11/2024,Tin thường,41290137,,,,,,"Đường 10, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
,"15,5 tỷ","Đường Nguyễn Văn Thương, Phường 25, Bình Thạnh, Hồ Chí Minh",,50 m²,,,17/10/2024,50 m²,"15,5 tỷ",,,17/10/2024,24/10/2024,Tin VIP Bạc,41237662,,,,,,"Đường Nguyễn Văn Thương, Phường 25, Bình Thạnh, Hồ Chí Minh"
,"14,3 tỷ","Đường Lê Văn Thịnh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",,165 m²,5 phòng,7 phòng,19/10/2024,165 m²,"14,3 tỷ",Tây - Nam,Đông - Nam,19/10/2024,29/10/2024,Tin thường,40597836,,,,,,"Đường Lê Văn Thịnh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
,"2,5 tỷ","Đường Lương Văn Can, Phường 15, Quận 8, Hồ Chí Minh",,"23,4 m²",,,22/10/2024,"23,4 m²","2,5 tỷ",,,22/10/2024,01/11/2024,Tin thường,40946614,,,,,,"Đường Lương Văn Can, Phường 15, Quận 8, Hồ Chí Minh"
,790 triệu,"Xã Phong Phú, Bình Chánh, Hồ Chí Minh",,85 m²,2 phòng,2 phòng,17/10/2024,85 m²,790 triệu,,,17/10/2024,24/10/2024,Tin VIP Bạc,41237530,,,,,,"Xã Phong Phú, Bình Chánh, Hồ Chí Minh"
The Manhattan - Vinhomes Grand Park,52 tỷ,"Dự án The Manhattan, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",,300 m²,5 phòng,4 phòng,22/10/2024,300 m²,52 tỷ,Đông - Nam,Đông - Nam,22/10/2024,01/11/2024,Tin VIP Kim Cương,41131385,The Manhattan - Vinhomes Grand Park,"3/2023: Mở bán 12 căn nhà phố, biệt thự",550,Tập đoàn Vingroup,Tập đoàn Vingroup,"Dự án The Manhattan, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
,"2,2 tỷ","Đường Lưu Hữu Phước, Phường 15, Quận 8, Hồ Chí Minh",,"29,57 m²",,,22/10/2024,"29,57 m²","2,2 tỷ",,,22/10/2024,01/11/2024,Tin thường,40946601,,,,,,"Đường Lưu Hữu Phước, Phường 15, Quận 8, Hồ Chí Minh"
